year,action_country_code,event_count,total_num_mentions
2011-01-01,IZ,66081,996869
2011-01-01,JA,24543,297114
2011-01-01,JE,3523,32872
2011-01-01,JM,9738,59425
2011-01-01,JN,1,9
2011-01-01,JO,10516,103736
2011-01-01,JQ,2,18
2011-01-01,KE,23890,198036
2011-01-01,KG,3169,21384
2011-01-01,KN,6203,64328
2011-01-01,KR,84,433
2011-01-01,KS,14863,169992
2011-01-01,KT,383,4553
2011-01-01,KU,5581,49457
2011-01-01,KV,897,5974
2011-01-01,KZ,3111,28276
2011-01-01,LA,1202,10298
2011-01-01,LE,28685,289164
2011-01-01,LG,653,4143
2011-01-01,LH,1416,10833
2011-01-01,LI,3101,23482
2011-01-01,LO,817,4550
2011-01-01,LS,56,850
2011-01-01,LT,192,1462
2011-01-01,LU,514,3735
2011-01-01,LY,138458,2329040
2011-01-01,MA,331,2798
2011-01-01,MB,22,141
2011-01-01,MC,185,1083
2011-01-01,MD,540,4360
2011-01-01,MF,29,122
2011-01-01,MG,616,4472
2011-01-01,MH,1701,11617
2011-01-01,MI,2052,18909
2011-01-01,MJ,313,3999
2011-01-01,MK,863,6500
2011-01-01,ML,1945,19929
2011-01-01,MN,288,1615
2011-01-01,MO,4191,46664
2011-01-01,MP,482,2927
2011-01-01,MR,1416,17390
2011-01-01,MT,4485,23926
2011-01-01,MU,4024,48694
2011-01-01,MV,664,5478
2011-01-01,MX,50240,661471
2011-01-01,MY,15404,140818
2011-01-01,MZ,1289,7789
2011-01-01,NC,90,567
2011-01-01,NE,14,76
2011-01-01,NF,5,35
2011-01-01,NG,3759,42055
2011-01-01,NH,159,1291
2011-01-01,NI,51011,444268
2011-01-01,NL,12570,127958
2011-01-01,NO,11187,260599
2011-01-01,NP,7670,61490
2011-01-01,NR,67,695
2011-01-01,NS,68,280
2011-01-01,NT,2,6
2011-01-01,NU,788,6763
2011-01-01,NZ,15585,136667
2011-01-01,OC,1703,17270
2011-01-01,OD,4019,27630
2011-01-01,OS,1345,11834
2011-01-01,PA,457,3837
2011-01-01,PC,36,108
2011-01-01,PE,4093,36654
2011-01-01,PF,25,70
2011-01-01,PG,65,569
2011-01-01,PK,160290,1760756
2011-01-01,PL,6605,53069
2011-01-01,PM,2186,25047
2011-01-01,PO,3582,29687
2011-01-01,PP,699,7098
2011-01-01,PS,193,1110
2011-01-01,PU,286,1783
2011-01-01,QA,3818,28458
2011-01-01,RB,8879,69093
2011-01-01,RE,83,430
2011-01-01,RI,5521,48637
2011-01-01,RM,260,1883
2011-01-01,RN,16,52
2011-01-01,RO,2537,19475
2011-01-01,RP,43742,315021
2011-01-01,RQ,3197,28338
2011-01-01,RS,57867,588453
2011-01-01,RW,6210,55077
2011-01-01,SA,28036,301143
2011-01-01,SB,1,4
2011-01-01,SC,31,143
2011-01-01,SE,5676,45299
2011-01-01,SF,34025,226163
2011-01-01,SG,1692,16973
2011-01-01,SH,1065,5092
2011-01-01,SI,264,3418
2011-01-01,SL,2369,14219
2011-01-01,SM,132,1487
2011-01-01,SN,4809,39299
2011-01-01,SO,36894,386638
2011-01-01,SP,18126,192267
2011-01-01,ST,68,692
2011-01-01,SU,29056,311966
2011-01-01,SV,135,2296
2011-01-01,SW,11000,118186
2011-01-01,SY,108938,1638661
2011-01-01,SZ,8381,78628
2011-01-01,TD,1575,9982
2011-01-01,TH,23938,238515
2011-01-01,TI,2746,17974
2011-01-01,TL,13,96
2011-01-01,TN,599,6734
2011-01-01,TO,477,3875
2011-01-01,TP,17,90
2011-01-01,TS,24084,319719
2011-01-01,TT,235,2452
2011-01-01,TU,49702,481268
2011-01-01,TV,24,175
2011-01-01,TW,6168,56532
2011-01-01,TX,499,3969
2011-01-01,TZ,2652,19369
2011-01-01,UG,14462,103659
2011-01-01,UK,122135,1254706
2011-01-01,UP,9648,77221
2011-01-01,US,1460557,15835626
2011-01-01,UV,1097,14911
2011-01-01,UY,909,10791
2011-01-01,UZ,2800,22693
2011-01-01,VC,314,1614
2011-01-01,VE,6108,67248
2011-01-01,VI,86,533
2011-01-01,VM,11774,125628
2011-01-01,VQ,178,1286
2011-01-01,VT,181,1345
2011-01-01,WA,3509,17783
2011-01-01,WE,12645,105106
2011-01-01,WI,236,2086
2011-01-01,WQ,14,940
2011-01-01,WS,316,2700
2011-01-01,WZ,1443,12363
2011-01-01,YI,507,3121
2011-01-01,YM,55884,865508
2011-01-01,ZA,5543,29342
2011-01-01,ZI,17947,129418
2012-01-01,AA,256,3018
2012-01-01,AC,311,4664
2012-01-01,AE,9921,113123
2012-01-01,AF,126919,2059633
2012-01-01,AG,7165,72171
2012-01-01,AJ,8579,51904
2012-01-01,AL,1837,17782
2012-01-01,AM,9904,60623
2012-01-01,AN,17,71
2012-01-01,AO,2001,15263
2012-01-01,AQ,192,1610
2012-01-01,AR,6439,79712
2012-01-01,AS,77784,815579
2012-01-01,AU,3773,37090
2012-01-01,AV,30,681
2012-01-01,AY,255,1811
2012-01-01,BA,14448,199838
2012-01-01,BB,474,2469
2012-01-01,BC,1631,12943
2012-01-01,BD,3692,30860
2012-01-01,BE,6216,67952
2012-01-01,BF,3140,20686
2012-01-01,BG,19361,213137
2012-01-01,BH,3367,29012
2012-01-01,BK,2378,28100
2012-01-01,BL,1682,17290
2012-01-01,BM,14713,186131
2012-01-01,BN,952,6426
2012-01-01,BO,5914,42220
2012-01-01,BP,143,1031
2012-01-01,BR,8891,95935
2012-01-01,BT,572,4236
2012-01-01,BU,6642,57050
2012-01-01,BX,851,7752
2012-01-01,BY,904,7483
2012-01-01,CA,71383,666797
2012-01-01,CB,5675,65263
2012-01-01,CD,2794,26383
2012-01-01,CE,13183,121113
2012-01-01,CF,3506,46323
2012-01-01,CG,3472,82489
2012-01-01,CH,75626,938620
2012-01-01,CI,5322,58066
2012-01-01,CJ,821,6735
2012-01-01,CM,1327,13286
2012-01-01,CN,106,564
2012-01-01,CO,12729,130525
2012-01-01,CQ,7241,53533
2012-01-01,CR,1,1
2012-01-01,CS,1581,12046
2012-01-01,CT,1817,18051
2012-01-01,CU,8912,94596
2012-01-01,CV,78,2624
2012-01-01,CW,84,573
2012-01-01,CY,2742,22258
2012-01-01,DA,3922,38927
2012-01-01,DJ,1031,9729
2012-01-01,DO,121,1655
2012-01-01,DR,1775,20470
2012-01-01,EC,4058,35992
2012-01-01,EG,62254,937443
2012-01-01,EI,23179,191640
2012-01-01,EK,226,1711
2012-01-01,EN,797,7616
2012-01-01,ER,1450,18881
2012-01-01,ES,1631,14478
2012-01-01,ET,7688,77135
2012-01-01,EZ,3898,36799
2012-01-01,FG,49,424
2012-01-01,FI,2460,21410
2012-01-01,FJ,2483,18831
2012-01-01,FK,70,747
2012-01-01,FM,3643,20826
2012-01-01,FO,14,56
2012-01-01,FP,39,212
2012-01-01,FR,60759,769456
2012-01-01,GA,1520,10869
2012-01-01,GB,332,2976
2012-01-01,GG,6364,86019
2012-01-01,GH,12391,91898
2012-01-01,GI,222,3022
2012-01-01,GJ,2973,25232
2012-01-01,GK,136,722
2012-01-01,GL,1002,9783
2012-01-01,GM,32483,345894
2012-01-01,GP,39,230
2012-01-01,GQ,406,4044
2012-01-01,GR,13500,187338
2012-01-01,GT,3757,49860
2012-01-01,GV,918,15514
2012-01-01,GY,1210,8393
2012-01-01,GZ,7508,60955
2012-01-01,HA,3033,43163
2012-01-01,HK,2434,26609
2012-01-01,HO,3973,69567
2012-01-01,HQ,2,14
2012-01-01,HR,2483,27384
2012-01-01,HU,4132,34710
2012-01-01,IC,581,6507
2012-01-01,ID,27547,267497
2012-01-01,IM,17,98
2012-01-01,IN,127645,1009161
2012-01-01,IO,1,2
2012-01-01,IR,60589,715499
2012-01-01,IS,131939,1854529
2012-01-01,IT,29520,342036
2012-01-01,IV,4145,63487
2012-01-01,IZ,53458,930832
2012-01-01,JA,24618,272472
2012-01-01,JE,4481,46476
2012-01-01,JM,9879,75213
2012-01-01,JO,13700,160336
2012-01-01,KE,26436,250408
2012-01-01,KG,2237,16037
2012-01-01,KN,6054,93863
2012-01-01,KR,101,509
2012-01-01,KS,12951,192990
2012-01-01,KT,244,4132
2012-01-01,KU,6215,71032
2012-01-01,KV,993,8901
2012-01-01,KZ,3972,35156
2012-01-01,LA,868,6182
2012-01-01,LE,45089,421216
2012-01-01,LG,737,4612
2012-01-01,LH,1125,9584
2012-01-01,LI,3547,30510
2012-01-01,LO,887,8171
2012-01-01,LS,32,284
2012-01-01,LT,188,2233
2012-01-01,LU,454,4436
2012-01-01,LY,42425,605665
2012-01-01,MA,906,10859
2012-01-01,MB,56,420
2012-01-01,MC,225,2787
2012-01-01,MD,519,4390
2012-01-01,MF,17,208
2012-01-01,MG,849,10451
2012-01-01,MH,896,6104
2012-01-01,MI,3422,26987
2012-01-01,MJ,223,2929
2012-01-01,MK,1440,12808
2012-01-01,ML,11043,166589
2012-01-01,MN,355,3556
2012-01-01,MO,4812,50060
2012-01-01,MP,582,3642
2012-01-01,MR,3145,35708
2012-01-01,MT,2930,15712
2012-01-01,MU,2279,17367
2012-01-01,MV,1970,34103
2012-01-01,MX,42477,567647
2012-01-01,MY,16945,138397
2012-01-01,MZ,1241,9475
2012-01-01,NC,48,211
2012-01-01,NE,19,224
2012-01-01,NG,2058,23175
2012-01-01,NH,203,1132
2012-01-01,NI,79171,806957
2012-01-01,NL,11119,124203
2012-01-01,NO,8197,135290
2012-01-01,NP,8827,66497
2012-01-01,NR,178,2157
2012-01-01,NS,125,916
2012-01-01,NT,9,24
2012-01-01,NU,1002,12446
2012-01-01,NZ,20157,185306
2012-01-01,OC,1221,17099
2012-01-01,OD,4267,34036
2012-01-01,OS,1187,12733
2012-01-01,PA,1054,13453
2012-01-01,PC,33,325
2012-01-01,PE,6233,82367
2012-01-01,PF,27,86
2012-01-01,PG,28,235
2012-01-01,PK,154819,1653610
2012-01-01,PL,6501,65140
2012-01-01,PM,1786,20002
2012-01-01,PO,3377,31401
2012-01-01,PP,996,15113
2012-01-01,PS,222,2308
2012-01-01,PU,786,9940
2012-01-01,QA,3898,30834
2012-01-01,RB,5023,45713
2012-01-01,RE,60,418
2012-01-01,RI,2965,30161
2012-01-01,RM,275,2400
2012-01-01,RN,16,87
2012-01-01,RO,3234,40838
2012-01-01,RP,40157,288568
2012-01-01,RQ,3671,40528
2012-01-01,RS,77577,771662
2012-01-01,RW,7588,80338
2012-01-01,SA,22006,213327
2012-01-01,SC,10,73
2012-01-01,SE,4413,36037
2012-01-01,SF,51774,415040
2012-01-01,SG,2745,47663
2012-01-01,SH,903,5205
2012-01-01,SI,274,2549
2012-01-01,SL,2910,29986
2012-01-01,SM,152,1443
2012-01-01,SN,5948,53342
2012-01-01,SO,34747,362781
2012-01-01,SP,20653,224032
2012-01-01,ST,32,331
2012-01-01,SU,29930,388177
2012-01-01,SV,13,104
2012-01-01,SW,12260,123185
2012-01-01,SY,211447,3866902
2012-01-01,SZ,9837,94348
2012-01-01,TD,1823,9936
2012-01-01,TH,19404,199068
2012-01-01,TI,2889,23490
2012-01-01,TK,1,10
2012-01-01,TL,2,13
2012-01-01,TN,529,3919
2012-01-01,TO,1153,13419
2012-01-01,TP,21,139
2012-01-01,TS,12476,141710
2012-01-01,TT,323,5966
2012-01-01,TU,51959,549696
2012-01-01,TV,37,239
2012-01-01,TW,4998,42036
2012-01-01,TX,610,4430
2012-01-01,TZ,2471,23849
2012-01-01,UG,12161,101113
2012-01-01,UK,134378,1384802
2012-01-01,UP,10075,83418
2012-01-01,US,1779731,20746038
2012-01-01,UV,727,6406
2012-01-01,UY,825,8288
2012-01-01,UZ,2978,22544
2012-01-01,VC,308,1863
2012-01-01,VE,7991,110511
2012-01-01,VI,47,251
2012-01-01,VM,12979,127261
2012-01-01,VQ,175,1516
2012-01-01,VT,1001,28442
2012-01-01,WA,2787,15030
2012-01-01,WE,11076,97790
2012-01-01,WI,132,864
2012-01-01,WQ,4,49
2012-01-01,WS,398,2848
2012-01-01,WZ,1520,10298
2012-01-01,YI,271,1992
2012-01-01,YM,36776,640053
2012-01-01,ZA,7782,37342
2012-01-01,ZI,12657,91876
2013-01-01,AA,72,370
2013-01-01,AC,230,1427
2013-01-01,AE,9016,78183
2013-01-01,AF,76577,948152
2013-01-01,AG,17709,197921
2013-01-01,AJ,10343,63743
2013-01-01,AL,1792,17932
2013-01-01,AM,10930,67041
2013-01-01,AN,20,92
2013-01-01,AO,2630,22883
2013-01-01,AQ,90,786
2013-01-01,AR,6680,72032
2013-01-01,AS,71593,610482
2013-01-01,AU,5017,59485
2013-01-01,AV,48,586
2013-01-01,AY,198,1665
2013-01-01,BA,8462,103340
2013-01-01,BB,646,3941
2013-01-01,BC,1458,9395
2013-01-01,BD,501,3654
2013-01-01,BE,5697,49596
2013-01-01,BF,3681,22381
2013-01-01,BG,29953,359340
2013-01-01,BH,1881,11205
2013-01-01,BK,1606,14559
2013-01-01,BL,2747,26668
2013-01-01,BM,12216,119914
2013-01-01,BN,1213,7232
2013-01-01,BO,3889,27926
2013-01-01,BP,192,2239
2013-01-01,BQ,2,4
2013-01-01,BR,10534,104201
2013-01-01,BT,587,4223
2013-01-01,BU,8094,74231
2013-01-01,BV,1,10
2013-01-01,BX,775,6492
2013-01-01,BY,546,4230
2013-01-01,CA,71441,591685
2013-01-01,CB,6565,69868
2013-01-01,CD,4920,44071
2013-01-01,CE,16068,148449
2013-01-01,CF,6342,73323
2013-01-01,CG,2734,27103
2013-01-01,CH,71381,766317
2013-01-01,CI,5699,53960
2013-01-01,CJ,573,3359
2013-01-01,CM,3762,38270
2013-01-01,CN,69,506
2013-01-01,CO,8695,79827
2013-01-01,CQ,7772,59778
2013-01-01,CS,1578,13830
2013-01-01,CT,6454,86317
2013-01-01,CU,11181,95073
2013-01-01,CV,89,585
2013-01-01,CW,44,324
2013-01-01,CY,3663,33318
2013-01-01,DA,3101,23527
2013-01-01,DJ,1106,10728
2013-01-01,DO,69,332
2013-01-01,DR,1902,16158
2013-01-01,EC,2258,16219
2013-01-01,EG,114084,1796817
2013-01-01,EI,32008,223983
2013-01-01,EK,203,2161
2013-01-01,EN,828,6096
2013-01-01,ER,1047,7237
2013-01-01,ES,1918,17703
2013-01-01,ET,6272,52942
2013-01-01,EZ,3803,29690
2013-01-01,FG,29,221
2013-01-01,FI,1775,14506
2013-01-01,FJ,3319,21467
2013-01-01,FK,16,67
2013-01-01,FM,2368,14303
2013-01-01,FO,55,493
2013-01-01,FP,32,155
2013-01-01,FR,79069,780291
2013-01-01,GA,1584,9999
2013-01-01,GB,475,4744
2013-01-01,GG,4677,27411
2013-01-01,GH,10761,73919
2013-01-01,GI,571,3608
2013-01-01,GJ,313,1946
2013-01-01,GK,135,781
2013-01-01,GL,431,3769
2013-01-01,GM,29499,267560
2013-01-01,GP,30,147
2013-01-01,GQ,1890,17111
2013-01-01,GR,14831,167071
2013-01-01,GT,4580,51333
2013-01-01,GV,1744,22761
2013-01-01,GY,1823,11150
2013-01-01,GZ,3947,36978
2013-01-01,HA,2917,29790
2013-01-01,HK,3420,31215
2013-01-01,HM,4,21
2013-01-01,HO,2985,31758
2013-01-01,HQ,1,1
2013-01-01,HR,2205,18295
2013-01-01,HU,2998,28058
2013-01-01,IC,1357,19386
2013-01-01,ID,22946,214295
2013-01-01,IM,6,30
2013-01-01,IN,164643,1420277
2013-01-01,IR,64345,532563
2013-01-01,IS,114103,994512
2013-01-01,IT,35950,418044
2013-01-01,IV,1995,32010
2013-01-01,IZ,75984,1311635
2013-01-01,JA,23061,219146
2013-01-01,JE,2453,26271
2013-01-01,JM,9555,73132
2013-01-01,JO,12844,124006
2013-01-01,JQ,2,8
2013-01-01,KE,39047,478747
2013-01-01,KG,2356,19232
2013-01-01,KN,12595,160505
2013-01-01,KR,127,1136
2013-01-01,KS,13395,147160
2013-01-01,KT,121,1404
2013-01-01,KU,4836,53635
2013-01-01,KV,1345,13108
2013-01-01,KZ,2452,17131
2013-01-01,LA,1260,11712
2013-01-01,LE,41449,370826
2013-01-01,LG,1144,7811
2013-01-01,LH,1540,11003
2013-01-01,LI,2830,21398
2013-01-01,LO,1069,8074
2013-01-01,LS,52,469
2013-01-01,LT,198,1440
2013-01-01,LU,551,4939
2013-01-01,LY,39890,473416
2013-01-01,MA,791,8603
2013-01-01,MB,21,182
2013-01-01,MC,158,1177
2013-01-01,MD,494,3224
2013-01-01,MF,60,825
2013-01-01,MG,721,5889
2013-01-01,MH,50,407
2013-01-01,MI,3009,20229
2013-01-01,MJ,293,3865
2013-01-01,MK,1005,7319
2013-01-01,ML,22700,275813
2013-01-01,MN,215,1885
2013-01-01,MO,6129,54685
2013-01-01,MP,410,2658
2013-01-01,MR,2632,17628
2013-01-01,MT,3628,23578
2013-01-01,MU,2050,14754
2013-01-01,MV,1122,13415
2013-01-01,MX,35290,379833
2013-01-01,MY,28085,218711
2013-01-01,MZ,2872,29895
2013-01-01,NC,65,418
2013-01-01,NE,4,31
2013-01-01,NF,6,73
2013-01-01,NG,3139,29836
2013-01-01,NH,413,2136
2013-01-01,NI,71169,610345
2013-01-01,NL,9626,84467
2013-01-01,NO,6071,56210
2013-01-01,NP,10772,88379
2013-01-01,NR,282,4088
2013-01-01,NS,548,5552
2013-01-01,NT,3,6
2013-01-01,NU,1188,11691
2013-01-01,NZ,14675,110873
2013-01-01,OC,1129,12351
2013-01-01,OD,10111,113638
2013-01-01,OS,1551,13096
2013-01-01,PA,686,6268
2013-01-01,PC,30,143
2013-01-01,PE,5787,53089
2013-01-01,PF,19,137
2013-01-01,PG,17,38
2013-01-01,PK,165985,1616215
2013-01-01,PL,7312,72524
2013-01-01,PM,3315,30384
2013-01-01,PO,3543,28199
2013-01-01,PP,2156,23216
2013-01-01,PS,144,1125
2013-01-01,PU,235,2469
2013-01-01,QA,3971,30679
2013-01-01,RB,2922,22072
2013-01-01,RE,90,791
2013-01-01,RI,1684,15325
2013-01-01,RM,282,1638
2013-01-01,RN,16,54
2013-01-01,RO,4042,38130
2013-01-01,RP,51109,385906
2013-01-01,RQ,3167,22194
2013-01-01,RS,107138,945565
2013-01-01,RW,6681,61748
2013-01-01,SA,23045,220953
2013-01-01,SB,3,25
2013-01-01,SC,13,72
2013-01-01,SE,149,971
2013-01-01,SF,66706,491117
2013-01-01,SG,2349,26774
2013-01-01,SH,10,27
2013-01-01,SI,395,3260
2013-01-01,SL,2170,18966
2013-01-01,SM,232,1659
2013-01-01,SN,7912,79454
2013-01-01,SO,34045,354151
2013-01-01,SP,19518,183790
2013-01-01,ST,82,609
2013-01-01,SU,22007,236505
2013-01-01,SV,21,77
2013-01-01,SW,8072,66904
2013-01-01,SY,156436,2127470
2013-01-01,SZ,11965,103748
2013-01-01,TD,3547,18926
2013-01-01,TH,21841,259453
2013-01-01,TI,2594,15192
2013-01-01,TK,1,2
2013-01-01,TN,227,1499
2013-01-01,TO,821,10027
2013-01-01,TP,9,43
2013-01-01,TS,17524,174698
2013-01-01,TT,368,2784
2013-01-01,TU,49561,486474
2013-01-01,TV,29,226
2013-01-01,TW,6605,53309
2013-01-01,TX,638,4627
2013-01-01,TZ,4591,35465
2013-01-01,UG,10788,91710
2013-01-01,UK,156283,1253904
2013-01-01,UP,11476,99208
2013-01-01,US,1730390,16796366
2013-01-01,UV,502,4171
2013-01-01,UY,883,7443
2013-01-01,UZ,2535,17189
2013-01-01,VC,118,744
2013-01-01,VE,8631,94634
2013-01-01,VI,74,682
2013-01-01,VM,14219,123096
2013-01-01,VQ,438,3106
2013-01-01,VT,570,6385
2013-01-01,WA,3258,17075
2013-01-01,WE,11123,66425
2013-01-01,WF,2,6
2013-01-01,WI,367,2313
2013-01-01,WQ,10,194
2013-01-01,WS,525,2735
2013-01-01,WZ,1076,7880
2013-01-01,YI,184,1376
2013-01-01,YM,22837,327592
2013-01-01,ZA,6889,40083
2013-01-01,ZI,12470,99742
2014-01-01,AA,408,4311
2014-01-01,AC,295,2287
2014-01-01,AE,13135,113215
2014-01-01,AF,113382,1544189
2014-01-01,AG,9970,111429
2014-01-01,AJ,14045,97706
2014-01-01,AL,3417,35648
2014-01-01,AM,14110,89321
2014-01-01,AN,38,145
2014-01-01,AO,2140,20451
2014-01-01,AQ,104,916
2014-01-01,AR,6194,56853
2014-01-01,AS,124647,1263553
2014-01-01,AU,6155,48842
2014-01-01,AV,47,250
2014-01-01,AY,253,1931
2014-01-01,BA,10008,125640
2014-01-01,BB,1069,9614
2014-01-01,BC,1806,11655
2014-01-01,BD,900,10176
2014-01-01,BE,12660,134250
2014-01-01,BF,5777,37126
2014-01-01,BG,31459,279633
2014-01-01,BH,3372,20905
2014-01-01,BK,3366,34780
2014-01-01,BL,1884,15919
2014-01-01,BM,13685,131057
2014-01-01,BN,1415,9934
2014-01-01,BO,4192,28302
2014-01-01,BP,269,1930
2014-01-01,BR,11541,111735
2014-01-01,BT,1249,13808
2014-01-01,BU,5626,56283
2014-01-01,BX,1778,13106
2014-01-01,BY,1513,17318
2014-01-01,CA,114592,1156875
2014-01-01,CB,13640,136553
2014-01-01,CD,4838,41991
2014-01-01,CE,18749,180656
2014-01-01,CF,5094,59555
2014-01-01,CG,2705,23149
2014-01-01,CH,117286,1399413
2014-01-01,CI,6912,70534
2014-01-01,CJ,582,4054
2014-01-01,CM,9292,118955
2014-01-01,CN,128,1417
2014-01-01,CO,11973,106957
2014-01-01,CQ,10209,86429
2014-01-01,CS,1457,11227
2014-01-01,CT,9323,119551
2014-01-01,CU,13438,156895
2014-01-01,CV,99,936
2014-01-01,CW,37,203
2014-01-01,CY,3914,31311
2014-01-01,DA,6218,57912
2014-01-01,DJ,1807,13529
2014-01-01,DO,97,709
2014-01-01,DR,2615,21564
2014-01-01,EC,2335,21059
2014-01-01,EG,101219,1436621
2014-01-01,EI,39282,289340
2014-01-01,EK,351,2869
2014-01-01,EN,2268,16646
2014-01-01,ER,1644,12853
2014-01-01,ES,4547,39774
2014-01-01,ET,9222,82000
2014-01-01,EZ,5651,52764
2014-01-01,FG,79,523
2014-01-01,FI,2131,16886
2014-01-01,FJ,4287,40285
2014-01-01,FK,5,72
2014-01-01,FM,3079,18788
2014-01-01,FO,84,581
2014-01-01,FP,79,488
2014-01-01,FR,92835,926971
2014-01-01,GA,2834,25001
2014-01-01,GB,335,3767
2014-01-01,GG,2357,15538
2014-01-01,GH,14904,105608
2014-01-01,GI,296,2007
2014-01-01,GJ,368,2512
2014-01-01,GK,123,910
2014-01-01,GL,457,3050
2014-01-01,GM,46883,417130
2014-01-01,GP,31,156
2014-01-01,GQ,2868,23110
2014-01-01,GR,17821,159958
2014-01-01,GT,5819,51609
2014-01-01,GV,3864,49476
2014-01-01,GY,2728,17251
2014-01-01,GZ,17395,140556
2014-01-01,HA,3825,40274
2014-01-01,HK,11243,198224
2014-01-01,HO,6640,66620
2014-01-01,HQ,15,27
2014-01-01,HR,3035,26465
2014-01-01,HU,4716,42043
2014-01-01,IC,1310,10723
2014-01-01,ID,26809,244665
2014-01-01,IM,75,688
2014-01-01,IN,193985,1685065
2014-01-01,IO,13,144
2014-01-01,IR,67024,609058
2014-01-01,IS,269766,3745091
2014-01-01,IT,32808,309277
2014-01-01,IV,1837,22361
2014-01-01,IZ,208440,2902793
2014-01-01,JA,33233,328871
2014-01-01,JE,5278,44505
2014-01-01,JM,9808,80815
2014-01-01,JO,21197,210042
2014-01-01,KE,44913,478736
2014-01-01,KG,2985,18698
2014-01-01,KN,19274,273898
2014-01-01,KR,210,1562
2014-01-01,KS,24366,365703
2014-01-01,KT,233,2527
2014-01-01,KU,6320,78659
2014-01-01,KV,2187,19699
2014-01-01,KZ,2818,22419
2014-01-01,LA,1477,12492
2014-01-01,LE,60068,610299
2014-01-01,LG,1815,13881
2014-01-01,LH,2404,19237
2014-01-01,LI,7546,101402
2014-01-01,LO,1571,11391
2014-01-01,LS,167,1679
2014-01-01,LT,1008,12236
2014-01-01,LU,1325,11907
2014-01-01,LY,47310,734448
2014-01-01,MA,668,7521
2014-01-01,MB,20,100
2014-01-01,MC,310,3147
2014-01-01,MD,1156,9340
2014-01-01,MF,83,852
2014-01-01,MG,1029,9151
2014-01-01,MH,87,941
2014-01-01,MI,2811,21102
2014-01-01,MJ,286,3035
2014-01-01,MK,1688,14043
2014-01-01,ML,7954,120459
2014-01-01,MN,480,3822
2014-01-01,MO,6431,62821
2014-01-01,MP,406,3925
2014-01-01,MR,950,9129
2014-01-01,MT,6718,41565
2014-01-01,MU,2564,29849
2014-01-01,MV,1116,9632
2014-01-01,MX,56803,633452
2014-01-01,MY,50086,530523
2014-01-01,MZ,2576,26966
2014-01-01,NC,78,798
2014-01-01,NE,31,260
2014-01-01,NF,11,59
2014-01-01,NG,3429,45049
2014-01-01,NH,91,521
2014-01-01,NI,134433,1333436
2014-01-01,NL,16082,263970
2014-01-01,NO,6226,51793
2014-01-01,NP,10325,90873
2014-01-01,NR,506,6239
2014-01-01,NS,256,3967
2014-01-01,NT,4,16
2014-01-01,NU,1666,12990
2014-01-01,NZ,24861,202687
2014-01-01,OC,292,2027
2014-01-01,OD,19430,211193
2014-01-01,OS,2572,25155
2014-01-01,PA,1528,18253
2014-01-01,PC,38,274
2014-01-01,PE,7376,71019
2014-01-01,PF,146,575
2014-01-01,PG,67,353
2014-01-01,PK,211934,2266271
2014-01-01,PL,10503,94883
2014-01-01,PM,3803,34833
2014-01-01,PO,3888,33394
2014-01-01,PP,2078,20293
2014-01-01,PS,297,2415
2014-01-01,PU,212,2242
2014-01-01,QA,8316,79841
2014-01-01,RB,4558,45775
2014-01-01,RE,106,670
2014-01-01,RI,2584,20772
2014-01-01,RM,651,4650
2014-01-01,RN,6,49
2014-01-01,RO,5164,49534
2014-01-01,RP,77455,513393
2014-01-01,RQ,4473,34595
2014-01-01,RS,152173,1696930
2014-01-01,RW,8161,71532
2014-01-01,SA,35811,381317
2014-01-01,SB,7,23
2014-01-01,SC,29,157
2014-01-01,SE,303,2147
2014-01-01,SF,81935,713476
2014-01-01,SG,2229,25397
2014-01-01,SH,13,44
2014-01-01,SI,516,4373
2014-01-01,SL,4271,47186
2014-01-01,SM,38,169
2014-01-01,SN,8868,79134
2014-01-01,SO,37835,423699
2014-01-01,SP,23595,220772
2014-01-01,ST,118,734
2014-01-01,SU,30704,331826
2014-01-01,SV,35,240
2014-01-01,SW,11490,107310
2014-01-01,SY,210324,2726832
2014-01-01,SZ,14400,129416
2014-01-01,TD,5695,34505
2014-01-01,TH,35624,491577
2014-01-01,TI,4057,26652
2014-01-01,TK,16,86
2014-01-01,TL,5,47
2014-01-01,TN,703,5617
2014-01-01,TO,370,5044
2014-01-01,TP,7,32
2014-01-01,TS,9202,105882
2014-01-01,TT,528,4318
2014-01-01,TU,88199,980817
2014-01-01,TV,14,94
2014-01-01,TW,8208,77567
2014-01-01,TX,1987,16069
2014-01-01,TZ,3597,24620
2014-01-01,UG,14327,128470
2014-01-01,UK,208377,1726423
2014-01-01,UP,138114,2052622
2014-01-01,US,2377651,24457101
2014-01-01,UV,1718,26439
2014-01-01,UY,1557,15050
2014-01-01,UZ,4021,31087
2014-01-01,VC,229,1580
2014-01-01,VE,14202,144498
2014-01-01,VI,76,790
2014-01-01,VM,22915,192960
2014-01-01,VQ,711,5582
2014-01-01,VT,892,12322
2014-01-01,WA,4949,28543
2014-01-01,WE,25511,173635
2014-01-01,WF,1,10
2014-01-01,WI,243,1330
2014-01-01,WQ,20,89
2014-01-01,WS,944,5449
2014-01-01,WZ,2421,22497
2014-01-01,YI,167,877
2014-01-01,YM,45059,623134
2014-01-01,ZA,8175,51007
2014-01-01,ZI,16891,135030
2015-01-01,AA,311,2617
2015-01-01,AC,545,4216
2015-01-01,AE,18815,229611
2015-01-01,AF,148941,2879279
2015-01-01,AG,11598,187006
